predicted_probability,observed_rate
0.06744935110664285,0.06283059328091493
0.13622811254755485,0.13270089285714284
0.237061756011137,0.24525833878351863
0.34145416069076556,0.3640256959314775
0.439291780949636,0.48905109489051096
0.5383471863285526,0.5423728813559322
0.6555157814115675,0.8
0.7546231277457652,1.0
